loan_id,customer_id,loan_type,loan_amount,interest_rate,term_months,start_date,monthly_payment,remaining_balance,status
LOAN001174,CUST003272,Student,15823,0.0652,240,2021-12-30,118.13,12041.18,Current
LOAN001175,CUST003834,Personal,27154,0.097,24,2025-04-04,1249.26,17956.9,Current
LOAN001176,CUST000074,Auto,13361,0.0462,72,2025-07-21,212.85,9118.5,Current
LOAN001177,CUST001753,Auto,48614,0.0701,48,2023-07-01,1164.39,13598.92,Current
LOAN001178,CUST001422,Student,90645,0.0455,240,2025-06-27,576.15,48361.22,Current
LOAN001179,CUST004222,Student,74130,0.0442,180,2024-10-31,564.23,34292.73,Current
LOAN001180,CUST004694,Auto,23548,0.0404,72,2023-04-04,368.83,19862.75,Current
LOAN001181,CUST004370,Mortgage,487583,0.0336,360,2022-05-08,2152.75,337866.67,Current
LOAN001182,CUST004576,Mortgage,389899,0.0516,240,2022-03-09,2608.69,258161.96,Current
LOAN001183,CUST003810,Mortgage,315732,0.0404,360,2025-08-05,1513.94,190396.85,Delinquent
LOAN001184,CUST002245,Auto,34964,0.0539,60,2023-06-10,666.13,24564.9,Current
LOAN001185,CUST003048,Auto,17170,0.0675,60,2025-01-30,337.94,3015.94,Current
LOAN001186,CUST002446,Mortgage,449612,0.0538,240,2018-04-23,3062.79,400287.2,Delinquent
LOAN001187,CUST000495,Mortgage,275818,0.0476,360,2025-09-08,1440.21,90417.77,Current
LOAN001188,CUST003131,Mortgage,299273,0.0545,360,2023-05-08,1690.01,91462.1,Delinquent
LOAN001189,CUST004322,Auto,33616,0.0592,48,2025-01-19,788.2,11255.38,Current
LOAN001190,CUST004398,Auto,19948,0.0684,60,2023-05-01,393.48,5741.57,Current
LOAN001191,CUST001165,Personal,35233,0.0827,60,2023-11-14,719.02,24464.47,Delinquent
LOAN001192,CUST003735,Auto,40280,0.0792,72,2019-07-30,704.58,14287.34,Current
LOAN001193,CUST001731,Auto,31495,0.0556,60,2022-06-10,602.39,17188.35,Current
LOAN001194,CUST004813,Mortgage,229005,0.031,360,2021-07-03,977.34,140675.41,Delinquent
LOAN001195,CUST002403,Student,12996,0.0785,240,2025-04-10,107.49,2793.0,Delinquent
LOAN001196,CUST003404,Mortgage,407657,0.033,360,2022-07-22,1784.44,190990.02,Current
LOAN001197,CUST000619,Student,67682,0.0553,120,2023-08-27,735.4,42517.41,Current
LOAN001198,CUST001698,Auto,10337,0.0724,60,2022-10-11,205.84,5807.96,Current
LOAN001199,CUST003594,Mortgage,227156,0.0338,180,2022-09-20,1610.96,148733.18,Current
LOAN001200,CUST001958,Personal,6774,0.1195,48,2019-08-30,178.22,1145.83,Current
LOAN001201,CUST001222,Student,98981,0.0404,120,2024-01-02,1003.96,80334.53,Current
LOAN001202,CUST002074,Mortgage,481903,0.0544,240,2023-09-30,3299.33,102006.9,Current
LOAN001203,CUST003411,Auto,34564,0.0781,60,2024-01-13,697.63,30942.13,Current
LOAN001204,CUST000870,Personal,49554,0.0815,60,2023-07-12,1008.22,35111.38,Current
LOAN001205,CUST002719,Mortgage,331786,0.0436,360,2021-04-25,1654.03,108337.32,Current
LOAN001206,CUST001043,Auto,24166,0.0532,48,2022-07-19,560.07,9223.81,Current
LOAN001207,CUST001362,Mortgage,325718,0.0457,360,2025-04-01,1663.01,160163.15,Current
LOAN001208,CUST000357,Auto,22841,0.0508,72,2019-07-13,368.74,8476.57,Current
LOAN001209,CUST001163,Mortgage,468703,0.0488,360,2023-05-25,2480.71,221263.44,Delinquent
LOAN001210,CUST002766,Mortgage,459913,0.0583,180,2021-07-06,3839.41,102601.42,Current
LOAN001211,CUST003253,Personal,41598,0.1077,60,2024-10-14,899.75,33007.19,Delinquent
LOAN001212,CUST001439,Auto,20577,0.0718,48,2024-03-31,494.44,7919.59,Current
LOAN001213,CUST003604,Mortgage,264086,0.0403,180,2022-04-02,1957.32,57781.54,Current
LOAN001214,CUST004941,Mortgage,311892,0.0592,360,2022-09-26,1853.68,162726.52,Current
LOAN001215,CUST004594,Mortgage,192043,0.0364,360,2021-12-18,877.24,145663.06,Current
LOAN001216,CUST003640,Auto,26222,0.0441,60,2022-09-05,487.79,12391.99,Current
LOAN001217,CUST001254,Auto,35719,0.0716,72,2025-05-12,611.69,26924.03,Current
LOAN001218,CUST003366,Student,34904,0.0426,180,2023-01-23,262.77,24104.32,Current
LOAN001219,CUST000333,Mortgage,323732,0.0309,360,2019-07-09,1380.65,122275.49,Delinquent
LOAN001220,CUST003695,Auto,17635,0.0555,36,2025-03-05,532.94,2197.93,Current
LOAN001221,CUST003569,Student,64980,0.055,120,2023-08-01,705.12,14435.36,Current
LOAN001222,CUST002729,Auto,22513,0.0521,48,2019-08-20,520.56,16972.19,Current
LOAN001223,CUST003668,Student,46195,0.055,240,2018-10-25,317.88,7942.9,Current
LOAN001224,CUST001631,Mortgage,264056,0.0536,180,2017-07-28,2138.47,44190.03,Paid Off
LOAN001225,CUST001117,Auto,29654,0.0655,48,2020-04-05,703.91,17864.08,Delinquent
LOAN001226,CUST001850,Auto,41350,0.0776,72,2025-06-19,720.21,16402.98,Current
LOAN001227,CUST003555,Personal,22955,0.0968,60,2025-09-20,484.15,13649.7,Current
LOAN001228,CUST003154,Auto,22120,0.0684,72,2022-12-16,375.45,10742.98,Paid Off
LOAN001229,CUST003266,Personal,22897,0.0674,60,2018-01-31,450.54,6101.32,Current
LOAN001230,CUST001666,Mortgage,100677,0.0581,240,2025-08-19,710.4,47908.85,Current
LOAN001231,CUST000446,Mortgage,490361,0.0422,180,2022-07-11,3680.7,222563.29,Current
LOAN001232,CUST002246,Student,92832,0.0656,180,2023-05-19,811.48,29230.8,Current
LOAN001233,CUST000453,Personal,32916,0.0914,48,2020-04-19,821.29,25554.02,Current
LOAN001234,CUST001552,Auto,12959,0.0771,60,2020-12-10,260.96,6506.28,Current
LOAN001235,CUST004435,Student,54585,0.0779,180,2024-04-25,515.08,46452.18,Current
LOAN001236,CUST002955,Mortgage,390328,0.0592,180,2023-11-12,3277.45,246410.96,Current
LOAN001237,CUST000015,Auto,31292,0.0676,72,2023-06-20,529.93,15229.55,Current
LOAN001238,CUST003629,Student,16983,0.0535,180,2023-03-04,137.42,12165.75,Current
LOAN001239,CUST000946,Auto,13144,0.073,72,2020-06-16,226.02,5159.02,Current
LOAN001240,CUST000248,Auto,13423,0.0571,36,2021-06-16,406.6,10499.79,Current
LOAN001241,CUST004698,Personal,15650,0.0622,12,2022-12-04,1348.54,2504.13,Current
LOAN001242,CUST000361,Mortgage,118470,0.0514,240,2021-02-13,791.02,81839.88,Current
LOAN001243,CUST004657,Mortgage,422599,0.0578,240,2021-10-13,2974.76,300968.62,Current
LOAN001244,CUST001615,Auto,24658,0.0796,48,2020-11-24,601.46,15320.26,Current
LOAN001245,CUST002304,Student,39655,0.041,240,2025-02-12,242.31,18170.12,Current
LOAN001246,CUST004142,Mortgage,357456,0.0528,180,2021-09-05,2879.27,60854.99,Current
LOAN001247,CUST003169,Auto,11381,0.0541,60,2024-09-06,216.94,2225.27,Current
LOAN001248,CUST002479,Personal,42989,0.114,48,2025-05-11,1119.36,36408.27,Current
LOAN001249,CUST004215,Mortgage,340881,0.0377,360,2025-02-05,1583.05,179884.53,Current
LOAN001250,CUST004181,Personal,29980,0.1043,24,2021-08-04,1389.32,5985.22,Current
LOAN001251,CUST004885,Auto,22633,0.0637,36,2025-07-27,692.32,10571.24,Current
LOAN001252,CUST003164,Personal,10451,0.087,60,2020-10-15,215.45,8160.32,Current
LOAN001253,CUST000491,Mortgage,360155,0.0534,180,2018-03-20,2912.67,81416.0,Paid Off
LOAN001254,CUST000863,Mortgage,269749,0.0572,360,2025-07-06,1569.85,202931.68,Current
LOAN001255,CUST001741,Personal,16383,0.0795,12,2025-06-08,1424.72,2091.52,Current
LOAN001256,CUST004100,Personal,10888,0.0763,12,2024-05-29,945.26,6914.51,Current
LOAN001257,CUST004386,Mortgage,240170,0.0329,240,2025-07-16,1367.41,129518.09,Paid Off
LOAN001258,CUST002448,Mortgage,478877,0.0338,360,2023-12-20,2117.7,94426.87,Current
LOAN001259,CUST004231,Auto,27014,0.0494,60,2025-09-19,509.09,3881.35,Current
LOAN001260,CUST000507,Mortgage,380577,0.0357,360,2024-12-23,1724.19,235175.76,Current
LOAN001261,CUST002678,Auto,30321,0.0578,48,2025-03-20,709.04,4548.53,Current
LOAN001262,CUST002996,Auto,20078,0.044,36,2020-08-18,596.39,17585.18,Current
LOAN001263,CUST001943,Mortgage,139091,0.0393,180,2025-09-21,1024.03,119392.83,Current
LOAN001264,CUST001223,Mortgage,210180,0.0358,240,2025-06-07,1227.89,145282.89,Current
LOAN001265,CUST001114,Auto,40305,0.0465,60,2022-09-02,754.19,15173.63,Current
LOAN001266,CUST001906,Personal,22720,0.08,36,2025-07-10,711.92,19639.61,Delinquent
LOAN001267,CUST003424,Personal,33926,0.0892,12,2023-06-21,2965.57,13073.72,Current
LOAN001268,CUST001878,Mortgage,274772,0.0569,180,2023-08-05,2272.54,126153.34,Current
LOAN001269,CUST004673,Mortgage,211732,0.0371,240,2022-09-24,1250.67,49098.02,Current
LOAN001270,CUST000434,Personal,15417,0.1049,60,2025-04-02,331.31,4348.18,Current
LOAN001271,CUST002365,Student,93042,0.043,240,2023-10-19,578.66,62549.42,Current
LOAN001272,CUST003155,Mortgage,303955,0.0338,180,2024-08-25,2154.91,138349.4,Current
LOAN001273,CUST002836,Mortgage,373582,0.052,180,2025-02-10,2993.43,203806.61,Paid Off
LOAN001274,CUST002093,Auto,40272,0.0781,48,2025-07-14,979.55,35111.54,Current
LOAN001275,CUST003011,Mortgage,413900,0.0565,240,2025-05-19,2883.47,140861.13,Delinquent
LOAN001276,CUST003163,Auto,32163,0.0636,48,2020-11-05,760.72,19035.0,Paid Off
LOAN001277,CUST002946,Mortgage,255829,0.041,180,2024-07-26,1905.0,184506.17,Current
LOAN001278,CUST003917,Auto,31562,0.0508,48,2024-09-19,728.0,19037.2,Current
LOAN001279,CUST002917,Personal,31949,0.0781,36,2024-12-18,998.41,6679.13,Current
LOAN001280,CUST001103,Auto,33320,0.0439,60,2020-08-31,619.51,26357.58,Current
LOAN001281,CUST001449,Auto,14508,0.0703,60,2025-07-22,287.51,3694.81,Current
LOAN001282,CUST001721,Personal,46328,0.0607,36,2025-08-28,1410.79,27394.39,Current
LOAN001283,CUST004519,Mortgage,321417,0.0406,240,2023-02-11,1958.45,151830.69,Current
LOAN001284,CUST003843,Personal,30987,0.0744,12,2022-12-23,2687.49,20870.77,Current
LOAN001285,CUST000157,Mortgage,496239,0.0334,240,2024-02-24,2836.72,325354.39,Current
LOAN001286,CUST002979,Auto,39189,0.0771,36,2023-12-10,1222.86,26259.16,Current
LOAN001287,CUST001774,Auto,49456,0.0461,60,2022-08-01,924.51,41346.85,Current
LOAN001288,CUST000616,Auto,45442,0.071,72,2022-09-29,776.86,18068.84,Current
LOAN001289,CUST000644,Auto,43925,0.0503,36,2022-11-01,1317.12,6276.97,Current
LOAN001290,CUST001936,Auto,28552,0.0566,72,2025-04-13,468.6,22872.28,Current
LOAN001291,CUST004278,Student,72978,0.049,120,2019-05-30,770.42,47580.22,Current
LOAN001292,CUST001069,Personal,20121,0.0835,60,2021-11-16,411.31,7669.49,Current
LOAN001293,CUST004455,Personal,43688,0.1037,12,2020-11-04,3848.33,35920.96,Current
LOAN001294,CUST004155,Auto,30169,0.0774,36,2019-07-09,941.79,22466.37,Current
LOAN001295,CUST004240,Auto,30903,0.0568,60,2022-04-10,592.92,8773.26,Current
LOAN001296,CUST004869,Auto,32218,0.0427,36,2022-06-13,955.07,6251.12,Current
LOAN001297,CUST000331,Mortgage,382049,0.037,240,2021-08-09,2255.5,329260.49,Current
LOAN001298,CUST002058,Auto,23274,0.0655,72,2020-10-09,391.78,14921.12,Current
LOAN001299,CUST002647,Auto,29150,0.0614,48,2024-09-30,686.43,14925.73,Paid Off
LOAN001300,CUST002192,Auto,11570,0.0494,60,2023-11-19,218.01,7366.55,Current
LOAN001301,CUST000623,Student,80993,0.0799,240,2020-12-04,676.82,64087.46,Current
LOAN001302,CUST001596,Auto,22786,0.0605,48,2024-12-07,535.66,15953.69,Current
LOAN001303,CUST002916,Personal,31007,0.0905,24,2025-04-18,1417.3,13825.67,Current
LOAN001304,CUST004822,Mortgage,317273,0.0471,360,2025-02-27,1647.97,174559.12,Delinquent
LOAN001305,CUST003899,Mortgage,487835,0.0434,360,2025-03-03,2424.91,76923.0,Current
LOAN001306,CUST001920,Auto,29246,0.0586,36,2017-05-27,887.88,11858.12,Current
LOAN001307,CUST004174,Mortgage,393851,0.0491,360,2025-09-22,2092.52,131741.78,Current
LOAN001308,CUST004478,Mortgage,240716,0.0413,360,2024-05-19,1167.73,169052.58,Current
LOAN001309,CUST000756,Auto,11012,0.0413,60,2021-10-22,203.47,5143.7,Delinquent
LOAN001310,CUST000519,Auto,34897,0.0566,60,2023-08-23,669.19,30078.1,Delinquent
LOAN001311,CUST003804,Mortgage,458312,0.0499,240,2020-09-09,3023.19,127321.9,Current
LOAN001312,CUST000033,Auto,42302,0.0668,48,2025-02-15,1006.74,31778.31,Current
LOAN001313,CUST002938,Mortgage,207478,0.051,240,2020-03-13,1380.7,98171.13,Current
LOAN001314,CUST001158,Auto,21937,0.0558,48,2023-11-27,510.97,11043.98,Current
LOAN001315,CUST000745,Mortgage,359872,0.0493,360,2024-10-15,1915.8,194810.83,Delinquent
LOAN001316,CUST001498,Mortgage,297781,0.0433,360,2024-08-26,1478.54,39895.52,Paid Off
LOAN001317,CUST003460,Personal,36835,0.0664,60,2021-02-07,723.14,28489.77,Delinquent
LOAN001318,CUST003756,Auto,47948,0.0577,36,2025-08-05,1453.72,35066.21,Paid Off
LOAN001319,CUST002592,Auto,15458,0.0521,72,2024-03-08,250.48,4007.64,Delinquent
LOAN001320,CUST000784,Student,12038,0.067,240,2022-11-21,91.14,7251.72,Current
LOAN001321,CUST003494,Mortgage,447370,0.0508,180,2025-05-29,3557.16,206394.05,Current
LOAN001322,CUST002950,Mortgage,226966,0.0519,360,2025-06-07,1244.99,66726.58,Current
LOAN001323,CUST000230,Personal,34844,0.0996,24,2025-05-17,1607.24,12985.0,Current
LOAN001324,CUST000858,Personal,8956,0.067,48,2024-06-17,213.24,6741.32,Current
LOAN001325,CUST002267,Student,17132,0.0605,180,2019-10-12,145.02,9830.84,Current
LOAN001326,CUST004275,Mortgage,362167,0.0518,360,2022-02-04,1984.16,129433.55,Current
LOAN001327,CUST000409,Mortgage,104621,0.0435,240,2023-01-11,653.41,76075.41,Current
LOAN001328,CUST000171,Auto,44783,0.0593,36,2020-06-14,1360.89,25396.7,Current
LOAN001329,CUST000541,Personal,31205,0.0821,60,2019-11-08,635.88,22281.2,Current
LOAN001330,CUST002211,Auto,23554,0.0685,60,2025-08-30,464.74,16471.19,Current
LOAN001331,CUST002305,Auto,35600,0.0755,36,2019-11-07,1108.25,31468.5,Current
LOAN001332,CUST002568,Auto,10666,0.0586,48,2020-10-28,249.82,1611.31,Current
LOAN001333,CUST000614,Mortgage,481086,0.0568,180,2025-07-23,3978.18,127629.84,Current
LOAN001334,CUST002102,Personal,49290,0.1116,48,2021-09-06,1277.86,34430.91,Current
LOAN001335,CUST001809,Personal,5709,0.0999,12,2024-01-12,501.89,1841.29,Current
LOAN001336,CUST003439,Auto,16364,0.0412,72,2025-05-13,256.92,13521.64,Current
LOAN001337,CUST001162,Mortgage,350013,0.0473,180,2021-05-06,2718.32,71430.98,Delinquent
LOAN001338,CUST004226,Mortgage,324107,0.0484,180,2024-03-08,2535.44,100695.05,Delinquent
LOAN001339,CUST003120,Mortgage,428256,0.0509,180,2021-11-24,3406.51,363759.37,Current
LOAN001340,CUST003653,Personal,10366,0.1161,48,2025-06-29,270.99,3131.72,Current
LOAN001341,CUST001611,Personal,48158,0.0814,48,2024-12-27,1178.81,25520.66,Current
LOAN001342,CUST001933,Mortgage,476308,0.0496,180,2024-09-28,3756.01,383211.03,Current
LOAN001343,CUST003028,Mortgage,422184,0.0526,180,2024-09-10,3396.67,159013.86,Current
LOAN001344,CUST000565,Auto,38420,0.0681,72,2023-04-04,651.46,20039.59,Current
LOAN001345,CUST003572,Mortgage,391254,0.0517,240,2025-08-15,2618.97,98868.01,Current
LOAN001346,CUST004248,Personal,30821,0.0872,60,2023-12-11,635.55,6789.91,Current
LOAN001347,CUST002389,Mortgage,165879,0.0318,180,2025-04-22,1159.6,122157.75,Current
LOAN001348,CUST001472,Auto,41747,0.0719,48,2025-08-12,1003.32,20869.55,Current
LOAN001349,CUST002631,Personal,39618,0.0827,24,2025-02-04,1796.65,9357.6,Current
LOAN001350,CUST001836,Personal,24370,0.1117,36,2023-07-31,799.84,6015.34,Current
LOAN001351,CUST004929,Auto,18737,0.0707,72,2020-08-15,320.09,3190.33,Current
LOAN001352,CUST003476,Personal,23327,0.0677,48,2024-09-21,556.07,10255.7,Delinquent
LOAN001353,CUST001534,Auto,34936,0.0599,60,2024-12-14,675.2,15016.1,Current
LOAN001354,CUST004328,Auto,30701,0.0468,60,2018-09-09,574.82,23841.37,Current
LOAN001355,CUST002485,Auto,23472,0.063,72,2023-06-24,392.29,3103.21,Current
LOAN001356,CUST004208,Auto,33750,0.0461,36,2023-02-10,1005.62,4516.44,Current
LOAN001357,CUST001173,Personal,24028,0.1,24,2022-06-17,1108.8,4927.08,Current
LOAN001358,CUST001428,Personal,23098,0.0705,36,2022-04-16,713.7,8557.87,Current
LOAN001359,CUST000326,Auto,24095,0.0669,36,2025-05-01,740.55,11712.58,Current
LOAN001360,CUST001052,Auto,36927,0.0438,60,2022-04-01,686.47,26460.64,Delinquent
LOAN001361,CUST003320,Mortgage,333853,0.0373,180,2025-07-21,2424.45,222462.35,Current
LOAN001362,CUST004722,Auto,36508,0.0695,48,2022-07-15,873.37,17401.6,Current
LOAN001363,CUST003865,Personal,36005,0.1146,12,2023-01-18,3189.95,15683.13,Delinquent
LOAN001364,CUST002604,Student,22836,0.0577,180,2025-06-24,189.87,6315.34,Current
LOAN001365,CUST001739,Personal,33332,0.0799,36,2021-09-01,1044.31,8704.63,Current
LOAN001366,CUST001197,Personal,25038,0.0776,36,2019-07-31,781.83,3698.95,Current
LOAN001367,CUST000621,Personal,17360,0.063,12,2024-09-09,1496.5,11451.5,Current
LOAN001368,CUST001375,Personal,30569,0.0891,24,2024-10-25,1395.28,23506.71,Current
LOAN001369,CUST002880,Personal,26871,0.0739,60,2022-04-05,537.02,15497.95,Current
LOAN001370,CUST001190,Auto,44693,0.0527,72,2025-06-01,725.32,27543.58,Current
LOAN001371,CUST000329,Mortgage,275461,0.0404,240,2025-01-12,1674.47,57623.48,Current
LOAN001372,CUST000649,Auto,12811,0.0536,48,2024-10-03,297.14,8158.23,Current
LOAN001373,CUST000898,Personal,33216,0.1126,24,2019-02-25,1552.16,24991.98,Current
LOAN001374,CUST003883,Mortgage,332125,0.0327,360,2024-08-07,1448.67,271538.94,Current
LOAN001375,CUST001124,Mortgage,198812,0.0571,240,2024-12-12,1390.77,38825.4,Current
LOAN001376,CUST001892,Mortgage,261831,0.0499,180,2022-09-17,2069.84,195464.71,Current
LOAN001377,CUST004644,Mortgage,460313,0.0514,180,2024-08-22,3672.76,199339.46,Current
LOAN001378,CUST004792,Personal,9095,0.1044,48,2021-02-17,232.59,4553.23,Current
LOAN001379,CUST004530,Mortgage,430192,0.0378,180,2025-09-13,3135.76,117386.13,Paid Off
LOAN001380,CUST004235,Mortgage,111719,0.0494,240,2025-07-27,733.44,60314.15,Current
LOAN001381,CUST001594,Mortgage,189192,0.0315,360,2021-02-15,813.54,24514.14,Current
LOAN001382,CUST003313,Mortgage,277738,0.0528,360,2021-07-20,1539.48,130052.55,Current
LOAN001383,CUST002548,Personal,47377,0.1101,24,2023-05-10,2208.31,29774.59,Current
LOAN001384,CUST001546,Personal,20874,0.0743,36,2024-11-25,648.65,9716.6,Current
LOAN001385,CUST004337,Auto,44532,0.0749,72,2020-02-18,769.77,31408.64,Current
LOAN001386,CUST001024,Student,28180,0.0469,240,2021-10-19,181.14,23440.95,Current
LOAN001387,CUST001972,Personal,20772,0.0915,24,2025-03-07,950.37,10074.98,Current
LOAN001388,CUST004989,Personal,49216,0.0719,24,2016-11-14,2207.73,30622.25,Current
LOAN001389,CUST001715,Auto,49560,0.0733,36,2022-07-12,1537.76,28113.54,Delinquent
LOAN001390,CUST001718,Student,63632,0.0635,180,2022-11-12,549.16,15872.61,Current
LOAN001391,CUST001478,Auto,12717,0.0455,36,2024-12-28,378.58,6068.79,Current
LOAN001392,CUST000810,Mortgage,375830,0.0391,240,2023-12-30,2258.75,328130.33,Current
LOAN001393,CUST002851,Auto,11037,0.0701,36,2018-12-07,340.86,5829.95,Paid Off
LOAN001394,CUST000979,Mortgage,479567,0.0482,240,2023-06-13,3118.03,264869.29,Current
LOAN001395,CUST004688,Auto,16500,0.0791,48,2025-07-20,402.11,6382.03,Current
LOAN001396,CUST004896,Personal,40870,0.0909,12,2025-02-08,3575.82,28726.36,Current
LOAN001397,CUST001685,Mortgage,176868,0.0481,360,2025-01-24,928.7,55822.97,Current
LOAN001398,CUST004661,Mortgage,103095,0.0398,360,2021-08-06,491.26,64255.02,Current
LOAN001399,CUST001515,Auto,32468,0.0772,72,2023-05-14,564.91,9811.6,Current
LOAN001400,CUST002405,Auto,10602,0.0574,60,2020-03-12,203.71,3632.05,Current
LOAN001401,CUST002022,Auto,46823,0.0425,36,2024-02-29,1387.53,8304.51,Current
LOAN001402,CUST004554,Mortgage,295990,0.0422,360,2022-04-08,1451.71,168626.03,Current
LOAN001403,CUST001768,Auto,29579,0.079,72,2023-10-16,517.11,13005.14,Current
LOAN001404,CUST000175,Personal,33558,0.1162,36,2025-06-26,1108.5,16475.96,Paid Off
LOAN001405,CUST001555,Mortgage,333403,0.0483,180,2021-10-18,2607.03,62935.22,Current
LOAN001406,CUST004216,Mortgage,331914,0.0473,180,2023-10-02,2578.86,228815.59,Current
LOAN001407,CUST001483,Auto,38711,0.0542,36,2024-06-03,1167.47,26873.87,Current
LOAN001408,CUST004462,Mortgage,395426,0.0437,180,2020-11-08,2998.31,321871.51,Current
LOAN001409,CUST000218,Auto,14817,0.0544,72,2025-04-17,241.64,3461.03,Current
LOAN001410,CUST003915,Auto,14996,0.066,60,2024-10-06,294.15,3574.64,Current
LOAN001411,CUST003721,Personal,47460,0.0698,48,2024-02-04,1136.16,16738.54,Current
LOAN001412,CUST000691,Mortgage,137476,0.05,240,2024-09-20,907.24,102918.35,Current
LOAN001413,CUST002578,Mortgage,130804,0.0337,180,2023-07-08,926.6,68318.89,Current
LOAN001414,CUST002234,Mortgage,467573,0.0512,180,2025-06-09,3725.91,236460.77,Current
LOAN001415,CUST002239,Mortgage,214696,0.0544,360,2025-08-05,1210.96,32231.87,Current
LOAN001416,CUST001107,Auto,36637,0.0777,72,2022-11-22,638.33,4120.0,Paid Off
LOAN001417,CUST001790,Mortgage,266052,0.0512,240,2022-12-03,1774.08,139319.73,Current
LOAN001418,CUST003189,Auto,14573,0.0624,48,2023-07-04,343.84,8063.68,Delinquent
LOAN001419,CUST002437,Mortgage,334804,0.0383,360,2024-11-27,1566.26,80942.39,Current
LOAN001420,CUST000612,Personal,32442,0.0887,48,2024-07-01,805.3,20592.51,Current
LOAN001421,CUST003661,Mortgage,411648,0.0328,240,2023-07-11,2341.32,130085.56,Current
LOAN001422,CUST003712,Personal,17889,0.0697,24,2025-01-07,800.73,8848.68,Current
LOAN001423,CUST000577,Personal,32892,0.0833,12,2021-10-24,2866.25,11868.82,Current
LOAN001424,CUST002064,Mortgage,283086,0.0539,360,2022-01-30,1588.4,95274.72,Delinquent
LOAN001425,CUST004436,Auto,22208,0.0492,36,2025-09-24,664.77,4993.6,Delinquent
LOAN001426,CUST001181,Mortgage,301293,0.0337,240,2021-09-02,1728.05,91684.19,Current
LOAN001427,CUST000889,Student,95854,0.0657,120,2025-03-15,1091.91,17275.18,Current
LOAN001428,CUST003129,Student,77676,0.0623,240,2022-02-01,566.88,51758.08,Current
LOAN001429,CUST001733,Personal,5441,0.0814,60,2024-10-17,110.69,2819.48,Current
LOAN001430,CUST002664,Personal,36075,0.0819,36,2025-06-17,1133.59,28462.65,Current
LOAN001431,CUST000818,Mortgage,115357,0.0477,360,2021-02-12,603.19,14535.6,Current
LOAN001432,CUST003278,Auto,27985,0.058,36,2024-10-21,848.77,21085.78,Current
LOAN001433,CUST001860,Auto,32987,0.0438,60,2025-09-25,613.24,13645.7,Delinquent
LOAN001434,CUST000209,Student,18940,0.0632,240,2024-05-29,139.23,4162.13,Current
LOAN001435,CUST000294,Mortgage,214142,0.0317,360,2025-09-15,922.29,49799.36,Current
LOAN001436,CUST001120,Auto,30443,0.041,48,2019-10-23,688.71,13462.58,Current
LOAN001437,CUST002214,Mortgage,498881,0.0445,360,2024-11-24,2512.57,377582.06,Current
LOAN001438,CUST001610,Mortgage,135166,0.0472,180,2024-09-12,1049.32,44719.41,Current
LOAN001439,CUST001265,Auto,22142,0.0626,72,2022-01-30,369.72,2528.48,Current
LOAN001440,CUST000991,Mortgage,498350,0.0398,360,2023-10-10,2374.07,403060.27,Current
LOAN001441,CUST004198,Personal,47765,0.0698,36,2025-08-01,1474.3,27468.13,Current
LOAN001442,CUST001617,Auto,20797,0.0714,72,2024-08-18,355.95,11077.73,Paid Off
LOAN001443,CUST000354,Personal,38717,0.0757,48,2022-07-08,937.42,26582.39,Current
LOAN001444,CUST004558,Auto,13442,0.0795,48,2023-07-24,327.83,11761.96,Current
LOAN001445,CUST002023,Auto,47158,0.0582,36,2021-01-08,1430.72,11753.22,Delinquent
LOAN001446,CUST003691,Auto,48281,0.0545,60,2025-03-09,921.05,15965.07,Current
LOAN001447,CUST002556,Auto,45479,0.0767,48,2024-05-04,1103.16,5085.7,Current
LOAN001448,CUST003049,Mortgage,300601,0.0544,180,2022-10-03,2446.38,54615.61,Current
LOAN001449,CUST001229,Mortgage,417967,0.0442,240,2021-10-31,2625.31,72484.83,Delinquent
LOAN001450,CUST000260,Auto,13700,0.0773,48,2024-08-08,332.74,9600.2,Delinquent
LOAN001451,CUST001520,Auto,34525,0.0549,72,2023-01-20,563.85,9335.02,Current
LOAN001452,CUST001778,Mortgage,447427,0.0418,180,2023-06-03,3351.11,285254.79,Current
LOAN001453,CUST004740,Mortgage,314357,0.0384,360,2025-07-22,1472.78,149229.23,Paid Off
LOAN001454,CUST001771,Personal,31168,0.0951,24,2022-07-19,1431.17,11753.9,Delinquent
LOAN001455,CUST004354,Mortgage,456448,0.0372,360,2024-02-15,2105.02,87602.67,Current
LOAN001456,CUST000053,Student,20196,0.0739,240,2025-06-27,161.36,10466.63,Current
LOAN001457,CUST003474,Auto,38155,0.0563,72,2024-05-02,625.72,9438.61,Current
LOAN001458,CUST004684,Auto,46006,0.0496,60,2022-03-14,867.27,6125.56,Current
LOAN001459,CUST004412,Auto,19969,0.0682,60,2023-03-11,393.74,12665.54,Current
LOAN001460,CUST002410,Student,99629,0.0757,120,2020-05-22,1186.3,45284.11,Current
LOAN001461,CUST002788,Mortgage,406049,0.0316,360,2020-12-09,1747.85,47772.57,Current
LOAN001462,CUST002345,Auto,16703,0.0648,36,2024-05-27,511.78,2168.84,Current
LOAN001463,CUST001034,Mortgage,161815,0.0495,180,2024-05-26,1275.65,125825.79,Current
LOAN001464,CUST001098,Mortgage,490818,0.0348,180,2025-04-24,3503.28,427176.8,Current
LOAN001465,CUST000544,Personal,5917,0.0629,12,2024-01-05,510.04,3241.24,Current
LOAN001466,CUST001047,Auto,44540,0.0532,72,2020-03-16,723.96,28536.88,Current
